city,temperature,rain,wind,humidity,claim_count_30d,avg_claim_amount,time_since_last_claim_hr,location_mismatch_score,speed_jump_kmh,accel_flatline_pct,risk_level,is_anomaly
Jaipur,38.5,0.0,5.4,77.8,2,178.84,507.2,12.3,28.4,24.4,LOW,0
Ahmedabad,35.7,0.0,3.3,73.9,0,120.75,538.7,12.4,2.3,18.5,LOW,0
Chennai,33.0,12.3,6.5,83.7,2,56.76,335.5,17.0,7.6,12.3,MODERATE,0
Pune,31.1,27.8,4.9,80.2,3,87.64,431.2,12.1,41.5,4.0,MODERATE,0
Kolkata,29.3,0.0,9.6,43.5,3,112.91,182.5,10.2,1.9,27.6,LOW,0
Hyderabad,34.9,5.6,2.2,84.0,1,50.12,626.3,20.6,9.9,11.2,LOW,0
Hyderabad,37.7,11.2,5.2,77.3,10,405.41,20.5,43.6,297.8,70.4,LOW,1
Hyderabad,32.6,0.0,7.2,54.0,1,138.96,529.4,17.1,10.8,4.3,LOW,0
Chennai,34.3,0.0,3.7,56.9,3,74.28,96.6,22.4,46.8,28.0,LOW,0
Lucknow,49.2,0.0,9.0,60.2,3,116.77,252.1,10.0,56.5,17.0,MODERATE,1
Bengaluru,24.0,0.0,3.4,41.4,0,244.59,686.4,0.2,59.3,8.2,LOW,0
Mumbai,36.9,10.2,9.4,80.9,9,431.21,12.9,56.4,577.8,74.6,MODERATE,1
Mumbai,30.2,0.0,8.8,25.5,0,69.85,617.6,12.7,61.3,6.5,LOW,0
Mumbai,34.2,48.8,7.4,74.6,2,209.79,120.0,5.6,46.2,7.9,MODERATE,0
Hyderabad,35.3,0.0,4.4,72.0,0,118.37,343.9,7.2,28.3,0.9,LOW,0
Kolkata,31.1,23.3,13.1,61.8,0,199.18,372.1,1.1,6.2,23.7,LOW,0
Mumbai,34.7,0.0,9.4,46.2,2,177.61,287.2,15.7,24.4,18.5,LOW,0
Chennai,35.9,0.0,10.5,52.4,2,159.87,445.4,17.8,25.7,21.0,LOW,0
Bengaluru,31.8,23.8,6.5,73.9,0,74.47,582.3,19.6,1.7,11.5,MODERATE,0
Jaipur,39.0,0.0,9.9,66.2,3,60.67,521.5,13.6,66.3,8.2,MODERATE,0
Pune,36.7,0.0,0.6,49.0,2,247.08,400.7,6.8,54.7,29.4,LOW,0
Delhi,35.7,0.0,7.7,54.2,1,135.79,554.5,23.8,78.8,12.7,LOW,0
Delhi,28.3,0.0,8.2,70.7,2,57.97,277.6,21.2,60.9,6.6,LOW,0
Mumbai,21.1,52.9,14.3,66.5,1,56.49,702.8,21.8,30.6,25.1,MODERATE,0
Delhi,39.8,28.3,2.4,81.7,0,240.66,450.4,20.0,32.6,9.6,MODERATE,0
Lucknow,30.3,0.0,9.1,52.7,0,130.62,717.9,4.3,11.6,27.5,LOW,0
Hyderabad,29.1,5.3,2.3,68.5,3,139.96,665.3,14.0,3.6,12.2,LOW,0
Hyderabad,34.4,0.0,5.3,66.5,2,230.73,574.2,5.9,78.4,10.9,LOW,0
Kolkata,29.4,0.0,6.7,49.8,1,194.18,718.0,6.5,58.8,16.5,LOW,0
Kolkata,37.7,0.0,4.7,59.8,11,497.13,23.6,99.8,459.8,98.6,LOW,1
Hyderabad,31.0,0.0,3.4,63.3,2,107.28,85.3,21.5,47.3,27.1,LOW,0
Kolkata,36.4,4.3,6.0,100.0,13,460.26,19.1,51.5,572.6,68.0,LOW,1
Mumbai,33.3,0.0,3.9,50.3,1,218.81,536.9,22.4,25.8,2.6,LOW,0
Kolkata,33.6,0.0,1.0,52.4,3,62.76,562.5,7.7,3.1,22.3,LOW,0
Hyderabad,27.5,0.0,3.3,39.6,0,196.82,434.0,0.3,72.1,16.4,LOW,0
Bengaluru,23.8,49.4,8.5,85.9,1,207.17,559.3,8.8,29.7,21.7,MODERATE,0
Lucknow,26.8,0.0,6.2,39.2,2,151.51,262.1,14.2,4.3,15.3,LOW,0
Hyderabad,27.4,0.0,2.2,61.8,1,76.17,119.4,19.3,68.5,23.5,LOW,0
Bengaluru,19.8,0.0,2.3,47.5,1,122.75,631.8,4.3,17.6,10.5,LOW,0
Jaipur,48.3,0.0,7.2,48.2,2,88.42,209.2,9.6,49.9,13.2,LOW,1
Lucknow,25.3,0.4,5.2,75.7,1,186.42,453.6,12.6,68.2,21.3,LOW,0
Chennai,28.3,3.6,2.2,64.6,13,445.72,23.2,87.0,344.1,85.7,LOW,1
Mumbai,30.8,0.0,6.9,59.5,1,246.3,591.0,7.9,32.3,7.3,LOW,0
Lucknow,27.0,0.0,4.3,37.2,3,50.2,583.8,22.2,77.6,21.6,LOW,0
Ahmedabad,33.9,0.0,0.0,71.2,3,183.11,647.0,17.1,33.1,10.8,LOW,0
Hyderabad,36.6,51.8,8.4,97.2,1,247.44,472.8,17.9,7.7,2.1,ELEVATED,0
Kolkata,27.3,0.0,3.9,44.0,3,125.04,61.1,3.3,18.5,12.9,LOW,0
Lucknow,35.0,0.0,2.2,50.5,1,63.86,542.6,8.4,28.1,3.6,LOW,0
Lucknow,32.6,0.0,7.8,54.6,1,168.22,359.4,24.4,67.7,13.6,LOW,0
Hyderabad,29.1,2.2,6.7,85.2,2,216.65,652.9,14.3,60.3,22.6,LOW,0
Ahmedabad,37.7,0.0,7.8,63.8,0,195.25,506.6,5.1,4.7,16.4,LOW,0
Ahmedabad,28.7,0.0,5.1,54.8,2,60.6,78.6,0.5,29.7,22.4,LOW,0
Bengaluru,31.4,0.0,4.9,48.1,1,106.91,587.4,4.7,23.2,5.5,LOW,0
Lucknow,38.4,0.0,8.0,24.0,2,105.15,706.5,21.8,25.3,9.2,LOW,0
Ahmedabad,29.3,0.0,13.6,58.6,1,136.24,297.4,24.8,49.0,11.0,LOW,0
Kolkata,35.4,0.0,5.5,60.6,12,455.84,12.3,93.1,533.6,69.6,LOW,1
Pune,32.4,7.5,1.6,78.8,1,218.96,205.3,15.4,73.9,2.9,LOW,0
Mumbai,31.8,0.0,7.4,56.3,0,58.55,308.8,18.0,16.3,19.4,LOW,0
Ahmedabad,40.0,0.0,0.6,30.4,0,128.52,150.5,15.0,66.3,18.0,LOW,0
Chennai,30.6,0.1,5.9,69.4,12,399.93,16.2,68.0,596.0,73.2,LOW,1
Delhi,33.6,0.0,8.5,48.7,2,149.71,349.6,12.4,35.0,11.8,LOW,0
Delhi,33.2,0.0,0.0,46.9,3,157.31,339.5,22.2,55.7,27.0,LOW,0
Chennai,31.1,0.0,6.2,52.7,1,179.76,243.4,17.9,78.0,26.9,LOW,0
Lucknow,27.5,0.0,0.0,57.8,3,114.48,320.6,20.7,13.3,25.5,LOW,0
Mumbai,33.2,39.0,0.8,82.8,1,187.81,154.1,13.9,51.8,27.0,MODERATE,0
Kolkata,28.6,22.3,7.5,100.0,0,90.59,624.2,8.6,75.7,2.2,MODERATE,0
Bengaluru,22.1,0.0,6.7,53.7,3,247.02,75.7,17.4,35.0,7.5,LOW,0
Ahmedabad,42.3,0.0,2.9,68.7,2,144.55,646.4,17.0,31.0,19.8,LOW,0
Mumbai,33.5,0.0,7.4,48.5,3,238.6,185.7,1.2,23.3,12.0,LOW,0
Kolkata,36.9,0.0,7.1,53.7,1,239.78,272.5,19.0,46.6,1.6,LOW,0
Kolkata,29.3,26.0,5.0,97.9,15,381.95,21.8,94.7,649.3,88.1,MODERATE,1
Bengaluru,36.2,0.0,6.8,49.2,1,85.88,170.9,0.2,56.9,14.6,LOW,0
Chennai,35.3,32.4,9.7,84.4,2,230.28,56.9,16.5,3.5,24.0,MODERATE,0
Jaipur,35.1,0.0,3.8,58.8,2,62.44,85.0,10.8,25.7,21.2,MODERATE,0
Delhi,32.7,0.0,3.1,52.2,6,318.48,12.7,66.3,263.1,67.0,LOW,1
Bengaluru,25.7,0.0,4.6,74.2,3,231.77,685.3,6.7,60.3,7.2,LOW,0
Mumbai,34.5,0.0,6.2,46.9,3,68.39,424.5,24.5,65.8,13.1,LOW,0
Hyderabad,40.0,29.4,1.2,77.9,0,171.15,113.1,24.9,61.8,26.3,MODERATE,0
Ahmedabad,34.4,4.0,5.7,80.6,3,174.77,508.2,8.0,65.2,16.5,LOW,0
Chennai,34.5,9.8,8.1,78.5,3,200.0,229.7,18.9,53.5,21.8,LOW,0
Hyderabad,31.3,0.0,6.2,73.1,12,311.57,1.1,49.5,786.1,80.9,LOW,1
Pune,28.2,15.9,6.6,87.6,3,96.07,312.5,0.8,10.9,9.6,MODERATE,0
Ahmedabad,37.9,0.0,5.4,56.6,0,184.59,393.4,9.6,11.9,0.7,LOW,0
Jaipur,39.3,0.0,3.5,62.0,0,212.55,427.4,5.9,71.6,1.4,LOW,0
Ahmedabad,37.1,0.0,2.2,42.3,2,232.05,54.3,19.1,45.8,12.8,LOW,0
Hyderabad,37.0,0.0,4.9,62.5,13,323.16,22.8,60.3,613.6,82.9,LOW,1
Mumbai,35.1,9.1,4.7,88.0,1,151.44,191.9,19.9,6.7,15.7,LOW,0
Kolkata,34.9,0.0,0.0,49.4,1,169.44,683.3,4.8,72.5,1.6,LOW,0
Mumbai,39.5,0.0,7.7,58.5,1,141.68,673.3,20.8,39.9,21.1,LOW,0
Hyderabad,27.0,0.0,6.7,52.4,2,231.54,116.8,22.3,31.4,16.8,LOW,0
Bengaluru,31.8,1.3,1.3,73.8,14,404.17,23.5,99.0,539.1,95.1,LOW,1
Ahmedabad,36.9,0.0,1.1,68.3,2,73.21,645.4,16.0,19.5,11.6,LOW,0
Delhi,27.9,9.2,8.3,63.1,3,227.01,220.1,16.1,31.5,15.8,LOW,0
Mumbai,29.6,37.4,1.0,75.0,1,126.87,115.2,21.8,1.9,9.5,MODERATE,0
Mumbai,26.0,0.0,3.5,66.6,1,94.58,517.2,1.0,4.1,18.2,LOW,0
Chennai,36.5,0.0,5.5,56.6,2,155.73,393.0,22.5,50.9,16.1,LOW,0
Jaipur,39.0,0.0,10.3,48.1,12,385.35,10.5,86.7,333.5,67.3,LOW,1
Pune,32.2,0.0,3.8,61.1,3,87.12,597.4,4.5,30.9,7.1,LOW,0
Bengaluru,30.1,0.4,6.9,73.9,1,85.93,490.2,10.2,12.5,8.8,LOW,0
Chennai,35.1,62.8,5.2,93.7,3,176.46,201.1,21.5,40.8,11.4,ELEVATED,0
Mumbai,32.2,0.0,11.3,34.5,1,96.03,557.3,16.5,13.3,13.1,LOW,0
Hyderabad,30.2,0.0,1.3,58.3,2,202.31,538.2,18.7,11.5,3.0,LOW,0
Hyderabad,35.9,0.0,5.8,65.6,0,232.61,328.1,7.6,21.7,0.7,LOW,0
Chennai,33.8,120.0,9.5,89.9,1,100.49,218.1,23.7,28.7,0.1,ELEVATED,1
Pune,26.7,0.0,7.8,39.3,1,229.73,193.8,7.1,9.8,22.8,LOW,0
Bengaluru,22.7,0.0,6.5,46.9,0,118.11,590.0,9.7,45.1,6.1,LOW,0
Ahmedabad,34.7,24.8,0.0,56.3,7,300.82,22.6,89.8,200.4,84.0,MODERATE,1
Ahmedabad,40.0,11.0,3.9,65.0,0,114.74,712.8,3.3,60.8,28.1,LOW,0
Pune,26.7,24.6,3.9,73.0,3,221.26,238.6,20.5,45.3,9.0,LOW,0
Hyderabad,30.9,0.0,2.3,49.4,2,54.56,213.5,21.6,2.9,13.1,LOW,0
Hyderabad,33.7,0.0,8.7,47.4,1,165.28,515.6,10.4,17.9,21.7,LOW,0
Hyderabad,43.4,31.6,4.1,69.4,0,88.63,559.0,13.8,33.1,19.0,MODERATE,0
Pune,29.3,0.0,7.4,59.1,1,126.36,238.6,15.5,40.4,9.7,LOW,0
Ahmedabad,41.7,0.0,1.4,47.5,2,204.83,75.9,20.8,2.9,7.6,LOW,0
Delhi,44.6,11.8,10.4,67.4,1,142.64,637.5,22.6,52.7,22.0,LOW,0
Bengaluru,27.8,12.1,8.0,77.6,7,433.1,14.4,90.6,335.6,91.6,LOW,1
Ahmedabad,36.7,0.0,8.5,41.5,3,226.28,669.3,21.3,66.4,2.1,LOW,0
Jaipur,34.4,9.2,8.4,73.4,3,58.12,701.6,2.0,30.9,19.5,LOW,0
Pune,19.5,45.6,10.8,87.3,3,243.8,369.8,7.3,61.6,4.0,MODERATE,0
Kolkata,30.2,0.0,6.5,35.2,1,191.99,148.3,2.7,31.0,13.8,LOW,0
Ahmedabad,34.2,0.0,5.5,55.8,2,57.29,26.4,18.2,54.7,12.2,LOW,0
Kolkata,31.3,44.5,4.3,100.0,14,442.93,9.4,49.0,534.8,71.8,MODERATE,1
Kolkata,23.9,0.0,4.5,57.2,8,419.24,22.7,76.6,658.9,86.9,LOW,1
Jaipur,37.3,0.0,6.9,44.9,2,227.01,264.3,9.4,68.8,15.5,LOW,0
Kolkata,33.4,48.2,4.0,100.0,2,243.15,699.6,21.3,25.2,28.9,MODERATE,0
Jaipur,28.8,0.0,8.8,47.4,0,122.84,372.5,22.6,50.5,11.9,LOW,0
Bengaluru,20.8,23.4,7.2,69.5,0,55.82,672.0,23.7,75.9,28.3,LOW,0
Chennai,35.6,0.0,8.4,51.4,1,161.14,633.7,20.8,4.6,26.4,LOW,0
Pune,29.3,0.0,4.3,53.0,8,404.35,10.6,88.8,648.4,91.4,LOW,1
Delhi,34.0,0.0,6.9,46.8,3,74.59,120.6,4.6,42.3,29.3,LOW,0
Jaipur,48.2,0.0,4.9,52.9,1,176.14,439.0,1.6,21.4,11.7,LOW,1
Chennai,31.4,0.0,0.0,57.2,0,176.41,139.2,7.9,58.7,22.2,LOW,0
Hyderabad,28.2,0.0,1.6,55.5,0,208.45,83.0,15.0,10.9,13.1,LOW,0
Kolkata,37.0,0.0,0.0,35.4,0,240.68,241.0,7.7,38.6,15.5,LOW,0
Hyderabad,38.9,0.0,3.7,45.3,3,203.99,410.6,6.8,75.0,0.4,LOW,0
Hyderabad,35.8,7.8,0.0,91.4,1,246.52,241.0,4.7,32.3,14.1,MODERATE,0
Bengaluru,21.0,0.0,6.5,40.0,0,58.38,218.2,7.4,69.3,10.6,LOW,0
Lucknow,29.4,48.2,7.9,85.7,2,115.29,59.0,10.1,78.7,5.5,MODERATE,0
Bengaluru,25.1,0.0,0.0,64.7,2,151.1,562.3,2.6,72.2,7.9,LOW,0
Chennai,28.4,0.0,9.9,72.3,1,124.87,117.9,17.7,65.1,3.8,LOW,0
Bengaluru,29.0,0.0,7.1,52.5,1,124.6,226.7,21.7,59.7,2.5,LOW,0
Ahmedabad,29.7,0.0,4.5,83.6,1,207.83,223.8,21.1,9.3,1.1,LOW,0
Ahmedabad,34.8,0.0,1.0,69.5,1,90.58,659.2,16.4,50.0,27.1,LOW,0
Jaipur,36.1,0.0,2.5,63.0,7,483.73,9.8,70.9,453.0,95.3,LOW,1
Mumbai,35.5,0.0,5.8,71.3,6,348.18,19.1,80.5,294.9,71.3,LOW,1
Hyderabad,33.3,0.0,4.1,52.7,3,134.84,183.6,10.8,69.7,2.1,LOW,0
Kolkata,31.9,53.6,5.5,68.2,0,117.17,55.2,17.3,65.5,26.6,MODERATE,0
Kolkata,31.6,0.0,2.5,62.5,2,86.18,342.7,12.7,8.4,1.0,LOW,0
Bengaluru,34.2,0.0,7.8,37.3,3,142.72,475.0,0.3,26.6,11.8,LOW,0
Bengaluru,31.4,0.0,0.7,71.8,6,305.09,23.6,97.6,516.8,99.7,LOW,1
Pune,34.9,109.2,7.6,73.6,0,212.72,73.7,2.2,52.8,7.8,ELEVATED,1
Mumbai,32.9,16.2,8.4,79.1,2,230.24,699.9,22.7,36.4,23.4,MODERATE,0
Pune,32.1,0.0,5.0,59.2,3,78.28,527.4,14.1,56.9,12.5,LOW,0
Jaipur,32.8,0.0,7.9,57.2,0,170.55,474.6,13.1,41.7,11.1,LOW,0
Chennai,33.9,21.2,6.0,97.6,3,92.35,651.5,1.8,72.1,4.9,MODERATE,0
Kolkata,26.2,0.0,11.0,66.1,3,235.19,522.7,24.3,4.0,1.1,LOW,0
Kolkata,32.3,26.6,7.1,90.3,1,246.38,578.8,19.4,27.4,19.8,MODERATE,0
Jaipur,38.8,0.0,4.8,62.7,3,121.83,260.4,3.6,68.7,26.1,MODERATE,0
Jaipur,35.2,0.0,5.7,37.9,3,164.53,326.1,24.4,18.3,7.9,LOW,0
Bengaluru,20.9,22.8,4.3,100.0,3,192.06,460.7,0.3,70.8,4.2,MODERATE,0
Hyderabad,36.4,73.9,7.8,87.7,2,111.09,667.7,8.2,5.8,29.8,ELEVATED,0
Kolkata,31.6,26.0,8.5,83.4,3,61.51,356.8,15.9,54.9,1.8,MODERATE,0
Ahmedabad,47.9,0.0,2.8,80.6,1,157.05,659.2,0.4,51.4,2.2,LOW,0
Jaipur,27.5,0.0,8.0,43.1,11,346.87,12.8,87.8,691.1,93.9,LOW,1
Mumbai,30.1,0.0,9.9,78.8,0,218.7,303.9,20.2,9.2,26.8,LOW,0
Lucknow,42.5,0.0,8.1,71.3,2,116.49,463.0,1.1,2.8,12.8,LOW,0
Hyderabad,31.9,0.0,2.1,38.4,0,174.49,250.0,11.4,17.3,26.0,LOW,0
Mumbai,30.1,17.1,9.7,88.3,1,190.76,310.9,7.7,12.3,25.2,MODERATE,0
Jaipur,28.9,0.0,3.7,51.3,2,204.4,214.6,24.3,59.4,18.2,LOW,0
Delhi,37.7,0.0,5.3,49.7,6,472.63,14.4,52.8,208.8,88.0,LOW,1
Kolkata,33.0,22.3,7.0,71.1,1,72.18,499.1,24.6,72.4,26.2,LOW,0
Ahmedabad,40.8,14.1,3.2,67.2,0,179.5,328.6,2.4,59.2,24.0,MODERATE,0
Lucknow,32.3,0.0,8.0,46.9,1,128.08,31.8,8.8,39.9,28.5,LOW,0
Pune,28.1,34.2,3.6,60.5,8,334.52,18.3,87.5,244.4,97.3,LOW,1
Mumbai,36.4,6.1,11.9,85.9,7,337.46,15.6,75.4,573.8,61.0,MODERATE,1
Chennai,35.5,0.4,5.1,95.5,1,198.74,298.9,2.4,20.6,28.7,MODERATE,0
Bengaluru,26.1,0.0,2.1,31.0,3,136.75,310.3,12.6,65.2,24.6,LOW,0
Hyderabad,34.5,30.9,3.0,79.7,0,200.89,185.6,4.2,60.8,10.3,MODERATE,0
Hyderabad,34.7,0.0,3.8,79.7,0,230.63,380.4,22.6,32.3,6.9,LOW,0
Lucknow,33.1,0.0,10.4,55.6,0,116.44,264.5,11.3,72.2,20.6,LOW,0
Kolkata,31.3,0.0,4.4,41.3,3,101.2,127.7,18.4,32.5,1.9,LOW,0
Lucknow,23.4,0.0,6.0,50.4,1,249.67,141.4,2.2,11.2,8.1,LOW,0
Jaipur,37.7,0.0,6.3,39.4,1,83.79,547.0,2.1,45.2,16.6,LOW,0
Mumbai,32.0,22.4,7.0,90.4,15,302.87,20.5,83.4,495.2,89.2,MODERATE,1
Bengaluru,28.5,0.0,5.9,61.4,0,119.37,651.0,8.1,58.6,22.1,LOW,0
Hyderabad,30.9,4.7,8.3,72.2,0,147.01,446.8,4.0,62.3,9.0,LOW,0
Jaipur,41.5,0.0,7.9,64.2,2,211.0,240.3,4.8,38.0,2.1,LOW,0
Chennai,30.9,82.3,17.7,90.8,2,101.34,110.9,17.8,28.9,6.6,ELEVATED,1
Delhi,43.3,0.0,8.4,69.2,0,99.41,146.0,21.2,17.0,22.4,MODERATE,0
Hyderabad,35.2,0.0,4.3,30.9,1,164.69,150.1,24.9,11.1,16.8,LOW,0
Bengaluru,25.8,0.0,5.4,58.9,2,114.5,531.6,5.8,34.2,26.7,LOW,0
Lucknow,29.1,0.0,2.8,61.5,2,123.33,554.3,4.8,25.2,2.9,LOW,0
Jaipur,32.4,0.0,14.5,57.2,15,341.6,15.8,77.0,668.9,95.0,LOW,1
Lucknow,44.8,0.0,3.4,55.9,2,213.49,529.4,12.2,68.8,3.6,LOW,0
Hyderabad,34.9,0.0,4.5,73.3,0,121.09,419.9,6.4,35.2,8.4,LOW,0
Hyderabad,30.2,0.0,6.2,43.2,12,342.67,11.9,91.8,263.2,60.8,LOW,1
Mumbai,30.1,34.0,15.1,66.2,3,140.83,630.1,5.5,63.3,5.6,MODERATE,0
Delhi,32.4,0.0,6.4,78.9,3,224.33,403.5,10.5,42.7,21.1,LOW,0
Kolkata,26.0,0.0,1.3,56.7,0,129.53,511.3,22.9,7.0,25.8,LOW,0
Delhi,33.5,9.7,5.6,82.8,1,216.24,493.3,0.2,50.2,24.3,MODERATE,0
Ahmedabad,41.6,3.8,7.7,62.9,0,113.87,296.4,3.8,49.3,17.9,MODERATE,0
Mumbai,38.9,0.0,6.7,65.5,3,51.98,698.2,18.8,12.7,10.3,LOW,0
Chennai,27.8,0.0,8.2,59.8,3,170.92,489.4,13.9,28.1,26.7,LOW,0
Hyderabad,32.8,0.0,2.5,48.7,1,52.59,149.4,8.6,18.7,28.9,LOW,0
Jaipur,32.0,0.0,10.1,65.2,1,119.3,623.1,1.3,78.6,27.4,LOW,0
Hyderabad,36.9,0.0,6.4,50.9,3,130.3,46.9,6.8,37.3,29.2,LOW,0
Ahmedabad,36.7,0.0,0.0,88.2,0,186.05,445.5,24.6,23.1,23.6,MODERATE,0
Hyderabad,33.8,0.0,4.1,54.8,2,103.28,524.0,14.3,37.6,20.7,LOW,0
Lucknow,38.4,0.0,0.0,43.9,3,248.37,425.1,8.8,50.2,5.4,LOW,0
Jaipur,37.7,4.5,8.7,78.6,0,188.61,374.8,11.9,55.3,5.9,MODERATE,0
Hyderabad,25.1,0.0,3.7,49.7,10,449.5,19.6,55.2,500.6,81.1,LOW,1
Lucknow,35.1,0.0,9.0,76.9,1,72.73,557.7,9.7,37.6,5.0,LOW,0
Chennai,30.9,0.0,12.0,40.5,3,177.56,600.4,22.2,0.5,24.4,LOW,0
Lucknow,32.3,0.0,3.9,44.4,3,52.8,33.0,16.5,67.8,23.6,LOW,0
Kolkata,24.7,0.0,5.5,48.5,1,111.68,276.5,25.0,62.2,29.2,LOW,0
Mumbai,26.9,21.6,3.7,78.4,3,206.39,96.4,7.0,20.8,28.0,MODERATE,0
Hyderabad,27.8,0.0,6.7,56.4,13,421.89,12.9,95.6,488.7,99.6,LOW,1
Chennai,32.8,31.8,3.9,76.3,10,436.43,19.2,97.7,246.7,81.3,MODERATE,1
Bengaluru,35.7,0.0,2.6,52.1,3,153.2,437.6,8.9,61.0,4.1,LOW,0
Mumbai,32.1,10.9,11.7,87.4,3,98.63,262.3,19.9,46.9,7.6,MODERATE,0
Delhi,36.8,0.0,5.1,58.6,0,218.92,689.4,23.6,8.0,28.3,LOW,0
Bengaluru,27.4,0.0,4.8,33.3,2,122.47,659.7,11.9,73.6,10.0,LOW,0
Chennai,33.6,0.0,5.9,46.9,3,65.95,120.2,9.3,74.0,11.4,LOW,0
Bengaluru,29.3,0.0,8.1,40.5,1,84.43,136.9,13.7,52.8,28.9,LOW,0
Mumbai,35.5,0.0,9.5,72.5,0,57.92,512.2,2.9,10.2,5.6,LOW,0
Lucknow,32.1,55.0,4.7,76.7,2,163.35,203.0,12.8,59.8,14.8,MODERATE,0
Ahmedabad,40.1,0.0,5.3,45.8,3,141.63,501.8,18.5,62.3,11.2,LOW,0
Lucknow,40.2,0.0,3.7,81.1,3,141.69,374.5,8.3,2.5,13.0,LOW,0
Jaipur,34.8,0.0,11.3,60.1,2,69.36,386.1,13.2,63.8,29.0,LOW,0
Hyderabad,40.8,0.0,6.6,56.4,2,223.73,295.7,1.8,46.1,29.3,LOW,0
Mumbai,33.0,0.0,6.6,72.4,1,210.3,186.6,11.7,73.3,17.6,LOW,0
Lucknow,21.7,0.0,0.0,28.7,0,193.65,215.3,19.7,68.4,27.6,LOW,0
Delhi,40.7,0.1,4.7,75.5,1,222.26,456.7,23.9,1.6,12.7,MODERATE,0
Bengaluru,23.4,0.0,2.7,65.3,0,234.32,719.2,6.3,74.8,7.8,LOW,0
Hyderabad,40.3,0.0,9.0,43.4,12,363.15,20.7,93.9,546.6,79.9,LOW,1
Lucknow,36.1,0.0,3.4,56.6,1,204.63,345.9,5.1,1.9,16.8,LOW,0
Jaipur,19.9,0.0,7.1,53.0,2,110.97,627.0,10.3,9.9,0.3,LOW,0
Delhi,32.2,7.0,10.9,99.7,10,455.07,11.5,77.8,615.8,98.4,MODERATE,1
Bengaluru,21.1,1.2,5.8,76.3,1,75.22,364.3,13.0,16.2,28.1,LOW,0
Lucknow,27.4,0.0,3.1,53.7,0,149.24,514.9,12.1,13.1,27.9,LOW,0
Bengaluru,19.6,0.0,4.2,51.3,3,63.06,576.4,10.9,14.2,2.4,LOW,0
Lucknow,36.5,8.8,0.5,62.5,10,304.09,12.9,85.7,186.7,76.9,LOW,1
Kolkata,30.9,0.0,7.8,67.1,2,225.97,681.1,1.5,59.2,21.8,LOW,0
Lucknow,25.3,0.0,5.4,45.6,0,222.66,277.9,13.1,9.4,12.5,LOW,0
Delhi,32.1,3.4,7.5,72.1,1,105.31,666.0,17.7,62.8,2.6,LOW,0
Hyderabad,43.0,0.0,3.2,42.9,3,188.68,98.7,1.2,62.8,11.5,LOW,0
Bengaluru,30.3,0.0,6.3,60.5,3,225.72,485.1,8.2,73.9,26.5,LOW,0
Lucknow,24.3,0.0,5.9,44.7,2,140.4,241.1,21.4,45.4,24.4,LOW,0
Hyderabad,36.9,0.0,5.3,42.0,8,365.06,17.1,78.8,265.9,98.7,LOW,1
Delhi,29.3,14.7,1.6,88.6,3,179.64,325.0,15.7,9.8,15.4,LOW,0
Kolkata,36.3,12.1,5.2,77.9,3,165.12,417.3,15.4,40.2,0.5,LOW,0
Pune,28.4,0.0,6.2,51.5,1,168.35,272.7,19.0,4.8,27.5,LOW,0
Delhi,41.7,37.4,3.7,74.1,1,140.14,441.5,13.1,36.9,28.8,MODERATE,0
Bengaluru,31.1,0.0,8.4,45.3,1,236.09,220.7,7.2,18.7,4.4,LOW,0
Ahmedabad,42.7,0.0,7.5,52.5,0,237.75,31.6,0.1,40.4,14.6,LOW,0
Delhi,20.2,0.0,5.5,42.6,13,483.15,10.3,47.7,295.5,89.4,LOW,1
Hyderabad,34.2,0.0,1.5,62.1,0,216.7,220.6,2.7,34.6,6.4,LOW,0
Jaipur,35.1,0.0,7.5,66.7,2,111.35,394.1,12.9,1.6,8.5,LOW,0
Ahmedabad,40.8,0.0,10.0,54.2,0,140.63,178.9,18.5,72.3,7.1,LOW,0
Kolkata,34.0,44.4,1.6,84.4,2,204.27,433.9,6.9,75.0,19.6,MODERATE,0
Jaipur,28.1,0.0,7.6,39.9,10,452.3,20.9,76.2,680.3,72.5,LOW,1
Hyderabad,38.1,0.0,5.7,54.4,3,57.37,488.9,16.2,75.3,21.4,LOW,0
Pune,32.5,0.0,4.3,40.1,2,192.11,627.9,24.4,76.2,9.8,LOW,0
Mumbai,30.5,0.0,5.9,44.6,2,206.37,151.2,7.6,35.9,10.9,LOW,0
Bengaluru,27.7,0.0,8.8,69.0,2,88.92,521.5,15.6,63.9,2.1,LOW,0
Bengaluru,36.1,0.0,9.1,66.6,2,197.29,255.9,17.5,73.3,0.3,LOW,0
Kolkata,35.6,0.0,5.6,78.9,2,248.68,320.2,13.5,64.6,28.8,LOW,0
Delhi,36.2,0.0,5.5,70.8,1,52.38,105.1,23.1,67.9,14.6,LOW,0
Hyderabad,27.9,0.0,2.9,79.3,0,239.61,682.8,20.4,74.8,20.0,LOW,0
Mumbai,32.4,0.0,7.5,40.4,1,71.04,499.9,19.5,44.1,5.4,LOW,0
Delhi,32.6,0.0,6.0,61.9,3,141.97,251.8,24.6,6.1,9.2,LOW,0
Bengaluru,26.5,7.5,5.0,98.3,2,151.01,187.7,21.9,12.2,20.0,LOW,0
Hyderabad,36.1,2.0,3.5,80.1,0,95.79,214.2,1.0,14.2,19.5,LOW,0
Ahmedabad,36.1,0.0,6.7,47.9,0,97.17,506.0,7.3,41.7,15.3,LOW,0
